task,policy,perturbation,phase,frames,delta_shoulder_pan,delta_shoulder_lift,delta_elbow_flex,delta_wrist_flex,delta_wrist_roll,delta_gripper,delta_mean,relative_mean,relative_gripper,gripper_flip_rate,natural_shoulder_pan,natural_shoulder_lift,natural_elbow_flex,natural_wrist_flex,natural_wrist_roll,natural_gripper,sigma_shoulder_pan,sigma_shoulder_lift,sigma_elbow_flex,sigma_wrist_flex,sigma_wrist_roll,sigma_gripper
block_stack,act,front_rotate_5deg,all,545,0.657,1.222,1.077,0.878,0.762,0.731,0.888,1.059,0.963,0.0183,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,front_blank,all,545,3.427,5.482,4.09,4.044,3.955,3.18,4.03,4.859,4.192,0.0789,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,front_uniform,all,545,3.078,6.041,4.772,4.024,3.999,3.225,4.19,4.997,4.252,0.0771,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,top_shift_x_20,all,545,0.289,0.417,0.351,0.3,0.296,0.188,0.307,0.37,0.248,0.0037,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,top_shift_x_40,all,545,0.243,0.379,0.315,0.257,0.247,0.163,0.267,0.32,0.215,0.0055,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,top_shift_x_80,all,545,0.291,0.474,0.383,0.274,0.261,0.181,0.311,0.369,0.239,0.0037,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,top_shift_y_40,all,545,0.351,0.574,0.519,0.326,0.293,0.207,0.378,0.448,0.273,0.0055,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,top_zoom_out_10pct,all,545,0.677,0.91,0.593,0.642,0.525,0.293,0.607,0.728,0.387,0.0092,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,top_zoom_in_10pct,all,545,0.612,0.762,0.531,0.648,0.438,0.259,0.542,0.652,0.341,0.0037,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,top_rotate_5deg,all,545,0.546,0.645,0.569,0.447,0.429,0.304,0.49,0.595,0.401,0.0073,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,top_blank,all,545,3.033,4.498,3.464,2.561,1.548,1.249,2.725,3.201,1.646,0.0349,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,top_uniform,all,545,3.128,4.809,3.787,2.555,1.56,1.31,2.858,3.345,1.727,0.0385,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,wrist_shift_x_20,all,545,0.31,0.339,0.293,0.292,0.313,0.3,0.308,0.381,0.395,0.0073,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,wrist_shift_x_40,all,545,0.3,0.338,0.31,0.288,0.293,0.273,0.3,0.37,0.36,0.0055,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,wrist_shift_x_80,all,545,0.438,0.463,0.406,0.365,0.426,0.301,0.4,0.494,0.396,0.0037,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,wrist_shift_y_40,all,545,0.335,0.608,0.416,0.484,0.366,0.383,0.432,0.516,0.505,0.0018,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,wrist_zoom_out_10pct,all,545,0.503,0.691,0.615,0.55,0.549,0.558,0.578,0.704,0.736,0.0147,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,wrist_zoom_in_10pct,all,545,0.48,0.774,0.659,0.661,0.586,0.547,0.618,0.747,0.721,0.0073,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,wrist_rotate_5deg,all,545,0.561,0.72,0.64,0.635,0.708,0.591,0.642,0.791,0.78,0.011,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,wrist_blank,all,545,2.239,4.436,3.361,6.984,3.298,3.979,4.05,4.869,5.247,0.1064,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,wrist_uniform,all,545,2.574,4.372,4.247,6.864,3.156,3.992,4.201,5.061,5.264,0.0991,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,all_blank,all,545,17.699,38.156,23.387,22.824,12.67,12.041,21.13,24.392,15.875,0.3541,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,all_uniform,all,545,15.509,38.156,23.64,22.258,11.89,13.401,20.809,23.887,17.669,0.3541,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,all_dark_30pct,all,545,0.498,0.907,0.708,0.639,0.5,0.415,0.611,0.725,0.548,0.0073,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,all_bright_30pct,all,545,0.531,0.867,0.672,0.609,0.636,0.506,0.637,0.768,0.667,0.0055,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,act,all_blur_sigma2,all,545,1.483,2.015,2.0,1.453,1.446,1.417,1.636,1.985,1.869,0.033,0.663,1.227,0.859,0.849,0.681,0.758,18.83,41.02,25.23,24.1,15.24,13.57
