task,policy,perturbation,phase,frames,delta_shoulder_pan,delta_shoulder_lift,delta_elbow_flex,delta_wrist_flex,delta_wrist_roll,delta_gripper,delta_mean,relative_mean,relative_gripper,gripper_flip_rate,natural_shoulder_pan,natural_shoulder_lift,natural_elbow_flex,natural_wrist_flex,natural_wrist_roll,natural_gripper,sigma_shoulder_pan,sigma_shoulder_lift,sigma_elbow_flex,sigma_wrist_flex,sigma_wrist_roll,sigma_gripper
cable_unclip,act,front_rotate_5deg,all,477,0.535,1.233,1.451,0.92,1.099,0.342,0.93,0.892,0.729,0.0126,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,front_blank,all,477,5.615,9.492,6.693,5.01,12.157,2.318,6.881,6.893,4.944,0.0964,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,front_uniform,all,477,4.491,8.287,6.907,6.635,8.563,1.842,6.121,6.064,3.929,0.0713,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,top_shift_x_20,all,477,0.225,0.512,0.525,0.401,0.515,0.163,0.39,0.381,0.348,0.0105,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,top_shift_x_40,all,477,0.196,0.441,0.44,0.332,0.425,0.135,0.328,0.321,0.288,0.0042,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,top_shift_x_80,all,477,0.221,0.493,0.5,0.363,0.476,0.147,0.367,0.358,0.314,0.0063,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,top_shift_y_40,all,477,0.271,0.684,0.707,0.478,0.564,0.222,0.487,0.475,0.473,0.0105,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,top_zoom_out_10pct,all,477,0.404,1.311,0.934,0.924,0.894,0.313,0.797,0.764,0.668,0.0084,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,top_zoom_in_10pct,all,477,0.37,1.087,0.893,0.871,0.86,0.267,0.725,0.695,0.569,0.0084,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,top_rotate_5deg,all,477,0.586,0.9,0.928,0.661,0.872,0.232,0.696,0.705,0.495,0.0021,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,top_blank,all,477,1.809,5.591,4.193,4.492,4.871,1.193,3.691,3.494,2.545,0.0524,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,top_uniform,all,477,1.483,4.791,4.282,3.327,3.657,1.064,3.101,2.901,2.269,0.0335,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,wrist_shift_x_20,all,477,0.13,0.296,0.312,0.199,0.344,0.103,0.231,0.225,0.22,0.0,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,wrist_shift_x_40,all,477,0.13,0.311,0.386,0.253,0.374,0.112,0.261,0.251,0.238,0.0063,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,wrist_shift_x_80,all,477,0.197,0.452,0.624,0.377,0.55,0.153,0.392,0.373,0.326,0.0063,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,wrist_shift_y_40,all,477,0.19,0.461,0.398,0.34,0.489,0.155,0.339,0.334,0.33,0.0042,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,wrist_zoom_out_10pct,all,477,0.277,0.63,0.677,0.462,0.858,0.214,0.52,0.501,0.457,0.0105,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,wrist_zoom_in_10pct,all,477,0.217,0.594,0.562,0.379,0.677,0.172,0.434,0.411,0.368,0.0021,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,wrist_rotate_5deg,all,477,0.284,0.625,0.612,0.427,0.873,0.227,0.508,0.495,0.483,0.0063,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,wrist_blank,all,477,2.009,4.828,4.004,3.873,11.925,2.711,4.892,4.794,5.781,0.1237,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,wrist_uniform,all,477,2.051,4.134,4.723,3.07,8.144,1.869,3.999,3.888,3.985,0.0818,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,all_blank,all,477,14.185,45.226,39.297,12.277,70.722,6.689,31.399,27.386,14.264,0.1614,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,all_uniform,all,477,12.459,45.312,38.371,11.741,58.532,6.516,28.821,24.991,13.894,0.1866,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,all_dark_30pct,all,477,0.294,0.639,0.735,0.523,0.847,0.235,0.546,0.53,0.502,0.0063,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,all_bright_30pct,all,477,0.367,0.8,0.76,0.538,0.887,0.287,0.606,0.601,0.612,0.0084,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,act,all_blur_sigma2,all,477,1.919,3.205,2.929,2.371,3.366,1.333,2.521,2.628,2.843,0.0671,0.489,1.586,1.56,0.943,1.303,0.469,12.88,47.57,41.72,14.64,54.11,7.69
