task,policy,perturbation,phase,frames,delta_shoulder_pan,delta_shoulder_lift,delta_elbow_flex,delta_wrist_flex,delta_wrist_roll,delta_gripper,delta_mean,relative_mean,relative_gripper,gripper_flip_rate,natural_shoulder_pan,natural_shoulder_lift,natural_elbow_flex,natural_wrist_flex,natural_wrist_roll,natural_gripper,sigma_shoulder_pan,sigma_shoulder_lift,sigma_elbow_flex,sigma_wrist_flex,sigma_wrist_roll,sigma_gripper
cable_unclip,smolvla,front_rotate_5deg,all,477,0.433,0.949,0.984,0.618,1.016,0.444,0.741,0.961,1.078,0.0126,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,front_blank,all,477,0.993,2.9,3.253,1.597,2.797,0.846,2.064,2.485,2.055,0.0377,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,front_uniform,all,477,1.093,2.794,3.026,1.544,2.605,0.826,1.981,2.434,2.007,0.0398,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,top_shift_x_20,all,477,0.295,0.547,0.546,0.392,0.654,0.26,0.449,0.595,0.632,0.0063,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,top_shift_x_40,all,477,0.318,0.687,0.685,0.45,0.727,0.351,0.536,0.705,0.852,0.0105,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,top_shift_x_80,all,477,0.397,0.794,0.788,0.545,0.905,0.417,0.641,0.85,1.013,0.0105,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,top_shift_y_40,all,477,0.398,0.702,0.69,0.532,0.826,0.33,0.579,0.774,0.803,0.0063,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,top_zoom_out_10pct,all,477,0.36,0.688,0.646,0.446,0.825,0.353,0.553,0.738,0.859,0.0063,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,top_zoom_in_10pct,all,477,0.28,0.657,0.627,0.418,0.665,0.316,0.494,0.643,0.769,0.0063,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,top_rotate_5deg,all,477,0.297,0.627,0.629,0.429,0.675,0.278,0.49,0.637,0.676,0.0105,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,top_blank,all,477,0.619,1.261,1.266,0.847,1.78,0.651,1.07,1.398,1.581,0.0231,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,top_uniform,all,477,0.7,1.583,1.824,0.988,1.85,0.633,1.263,1.591,1.538,0.0252,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,wrist_shift_x_20,all,477,0.175,0.387,0.346,0.233,0.364,0.143,0.275,0.355,0.349,0.0063,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,wrist_shift_x_40,all,477,0.15,0.326,0.314,0.212,0.336,0.149,0.248,0.324,0.363,0.0084,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,wrist_shift_x_80,all,477,0.196,0.435,0.426,0.301,0.456,0.183,0.333,0.43,0.444,0.0084,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,wrist_shift_y_40,all,477,0.178,0.391,0.39,0.268,0.416,0.182,0.304,0.396,0.442,0.0063,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,wrist_zoom_out_10pct,all,477,0.266,0.588,0.605,0.389,0.577,0.267,0.449,0.583,0.648,0.0084,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,wrist_zoom_in_10pct,all,477,0.207,0.391,0.417,0.279,0.451,0.164,0.318,0.415,0.399,0.0021,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,wrist_rotate_5deg,all,477,0.219,0.431,0.43,0.294,0.43,0.217,0.337,0.449,0.526,0.0042,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,wrist_blank,all,477,0.481,1.441,1.445,1.144,1.544,0.602,1.109,1.388,1.462,0.0105,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,wrist_uniform,all,477,0.552,1.606,1.736,1.126,1.422,0.526,1.161,1.425,1.277,0.0126,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,all_blank,all,477,1.814,5.545,5.469,2.48,4.963,2.23,3.75,4.656,5.416,0.0503,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,all_uniform,all,477,2.268,6.107,5.957,2.546,5.19,1.936,4.001,4.946,4.702,0.0419,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,all_dark_30pct,all,477,0.256,0.559,0.579,0.43,0.662,0.287,0.462,0.603,0.697,0.0084,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,all_bright_30pct,all,477,0.349,0.76,0.694,0.481,0.798,0.368,0.575,0.757,0.894,0.0063,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
cable_unclip,smolvla,all_blur_sigma2,all,477,0.693,1.615,1.526,0.999,1.794,0.682,1.218,1.564,1.656,0.0105,0.349,1.304,1.241,0.717,0.952,0.412,12.88,47.57,41.72,14.64,54.11,7.69
