task,policy,perturbation,phase,frames,delta_shoulder_pan,delta_shoulder_lift,delta_elbow_flex,delta_wrist_flex,delta_wrist_roll,delta_gripper,delta_mean,relative_mean,relative_gripper,gripper_flip_rate,natural_shoulder_pan,natural_shoulder_lift,natural_elbow_flex,natural_wrist_flex,natural_wrist_roll,natural_gripper,sigma_shoulder_pan,sigma_shoulder_lift,sigma_elbow_flex,sigma_wrist_flex,sigma_wrist_roll,sigma_gripper
cable_clip,act,front_rotate_5deg,all,1126,0.396,0.879,0.937,0.528,1.049,0.383,0.695,0.843,0.886,0.016,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,front_blank,all,1126,1.687,3.732,4.102,2.444,6.142,1.443,3.259,3.832,3.334,0.0346,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,front_uniform,all,1126,1.368,2.881,3.625,1.92,5.243,1.335,2.729,3.216,3.084,0.0284,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,top_shift_x_20,all,1126,0.282,0.568,0.608,0.314,0.607,0.18,0.427,0.512,0.416,0.0018,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,top_shift_x_40,all,1126,0.259,0.496,0.545,0.263,0.527,0.153,0.374,0.449,0.353,0.0053,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,top_shift_x_80,all,1126,0.312,0.537,0.592,0.277,0.563,0.167,0.408,0.495,0.387,0.0062,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,top_shift_y_40,all,1126,0.33,0.716,0.892,0.415,0.68,0.207,0.54,0.638,0.479,0.0036,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,top_zoom_out_10pct,all,1126,0.484,0.889,0.996,0.523,0.94,0.276,0.685,0.827,0.638,0.0107,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,top_zoom_in_10pct,all,1126,0.486,0.917,1.037,0.514,0.877,0.295,0.688,0.833,0.681,0.008,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,top_rotate_5deg,all,1126,0.706,1.164,1.144,0.518,1.065,0.324,0.82,1.007,0.748,0.0071,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,top_blank,all,1126,2.003,6.773,6.307,2.907,4.811,1.553,4.059,4.662,3.587,0.0409,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,top_uniform,all,1126,2.367,7.015,6.401,2.497,4.23,1.379,3.981,4.592,3.185,0.0337,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,wrist_shift_x_20,all,1126,0.15,0.314,0.359,0.197,0.436,0.151,0.268,0.325,0.349,0.0036,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,wrist_shift_x_40,all,1126,0.159,0.32,0.395,0.207,0.48,0.156,0.286,0.345,0.36,0.0044,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,wrist_shift_x_80,all,1126,0.226,0.448,0.59,0.297,0.74,0.248,0.425,0.512,0.572,0.0044,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,wrist_shift_y_40,all,1126,0.175,0.383,0.416,0.251,0.55,0.176,0.325,0.392,0.406,0.0053,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,wrist_zoom_out_10pct,all,1126,0.286,0.535,0.594,0.306,0.763,0.261,0.457,0.559,0.603,0.0089,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,wrist_zoom_in_10pct,all,1126,0.274,0.583,0.638,0.342,0.735,0.316,0.481,0.593,0.731,0.0107,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,wrist_rotate_5deg,all,1126,0.344,0.712,0.748,0.409,1.0,0.302,0.586,0.705,0.698,0.0098,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,wrist_blank,all,1126,1.886,3.014,3.768,2.843,5.008,1.757,3.046,3.802,4.059,0.0471,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,wrist_uniform,all,1126,1.6,3.485,3.727,2.027,4.227,2.734,2.967,3.817,6.316,0.0542,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,all_blank,all,1126,14.241,46.102,36.944,17.829,37.609,15.214,27.99,33.153,35.154,0.5622,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,all_uniform,all,1126,13.565,49.109,43.937,10.401,35.394,11.38,27.298,30.703,26.294,0.4263,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,all_dark_30pct,all,1126,0.285,0.593,0.64,0.346,0.76,0.222,0.474,0.568,0.512,0.0053,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,all_bright_30pct,all,1126,0.319,0.592,0.638,0.348,0.766,0.235,0.483,0.587,0.543,0.0071,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
cable_clip,act,all_blur_sigma2,all,1126,1.021,2.248,2.457,1.15,2.34,0.922,1.69,2.045,2.13,0.0258,0.447,1.138,1.181,0.682,1.109,0.433,17.51,44.91,43.32,16.76,52.29,12.99
