task,policy,perturbation,phase,frames,delta_shoulder_pan,delta_shoulder_lift,delta_elbow_flex,delta_wrist_flex,delta_wrist_roll,delta_gripper,delta_mean,relative_mean,relative_gripper,gripper_flip_rate,natural_shoulder_pan,natural_shoulder_lift,natural_elbow_flex,natural_wrist_flex,natural_wrist_roll,natural_gripper,sigma_shoulder_pan,sigma_shoulder_lift,sigma_elbow_flex,sigma_wrist_flex,sigma_wrist_roll,sigma_gripper
eye_drops_to_shelf,act,top_shift_x_20,all,468,0.324,0.539,0.556,0.391,0.349,0.176,0.389,0.299,0.243,0.0,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,top_shift_x_40,all,468,0.275,0.484,0.56,0.348,0.29,0.165,0.354,0.269,0.228,0.0,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,top_shift_x_80,all,468,0.353,0.602,0.657,0.413,0.326,0.196,0.424,0.322,0.27,0.0043,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,top_shift_y_40,all,468,0.42,0.807,0.839,0.485,0.436,0.183,0.528,0.391,0.253,0.0043,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,top_zoom_out_10pct,all,468,0.472,0.817,0.914,0.606,0.512,0.296,0.603,0.462,0.408,0.0085,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,top_zoom_in_10pct,all,468,0.487,1.025,1.199,0.747,0.494,0.37,0.72,0.543,0.511,0.0064,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,top_rotate_5deg,all,468,0.752,0.997,1.16,0.661,0.62,0.309,0.75,0.573,0.427,0.0043,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,top_blank,all,468,2.852,3.656,4.984,3.213,1.782,1.176,2.944,2.237,1.623,0.0171,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,top_uniform,all,468,2.852,3.656,5.055,3.339,1.787,1.115,2.967,2.249,1.538,0.015,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,wrist_shift_x_20,all,468,0.189,0.36,0.377,0.274,0.348,0.146,0.282,0.221,0.201,0.0021,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,wrist_shift_x_40,all,468,0.183,0.366,0.385,0.273,0.392,0.147,0.291,0.227,0.203,0.0043,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,wrist_shift_x_80,all,468,0.235,0.439,0.447,0.367,0.533,0.2,0.37,0.295,0.276,0.0085,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,wrist_shift_y_40,all,468,0.269,0.457,0.473,0.416,0.486,0.2,0.384,0.305,0.276,0.0064,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,wrist_zoom_out_10pct,all,468,0.505,0.964,0.963,0.642,0.89,0.435,0.733,0.577,0.601,0.0128,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,wrist_zoom_in_10pct,all,468,0.425,0.858,0.905,0.6,0.728,0.372,0.648,0.505,0.514,0.0085,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,wrist_rotate_5deg,all,468,0.43,0.711,0.853,0.546,0.788,0.316,0.607,0.477,0.436,0.0021,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,wrist_blank,all,468,3.228,8.163,6.533,5.104,6.064,3.178,5.378,4.188,4.384,0.0855,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,wrist_uniform,all,468,2.896,8.599,6.496,4.87,6.418,2.837,5.353,4.104,3.914,0.0662,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,all_blank,all,468,17.946,45.799,45.441,15.117,17.768,9.779,25.308,17.923,13.493,0.2799,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,all_uniform,all,468,20.424,46.336,51.658,16.875,19.464,9.182,27.323,19.295,12.669,0.2799,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,all_dark_30pct,all,468,0.521,1.054,1.211,0.643,0.886,0.403,0.786,0.601,0.556,0.0085,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,all_bright_30pct,all,468,0.701,1.169,1.261,1.045,1.162,0.633,0.995,0.8,0.873,0.0128,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
eye_drops_to_shelf,act,all_blur_sigma2,all,468,1.964,3.736,4.2,2.835,3.03,2.211,2.996,2.39,3.051,0.0556,0.995,1.971,1.951,1.084,1.143,0.725,21.84,48.19,46.53,16.17,24.8,12.7
