task,policy,perturbation,phase,frames,delta_shoulder_pan,delta_shoulder_lift,delta_elbow_flex,delta_wrist_flex,delta_wrist_roll,delta_gripper,delta_mean,relative_mean,relative_gripper,gripper_flip_rate,natural_shoulder_pan,natural_shoulder_lift,natural_elbow_flex,natural_wrist_flex,natural_wrist_roll,natural_gripper,sigma_shoulder_pan,sigma_shoulder_lift,sigma_elbow_flex,sigma_wrist_flex,sigma_wrist_roll,sigma_gripper
tool_insert,act,top_rotate_5deg,all,859,0.44,0.712,0.677,0.514,0.748,0.131,0.537,0.499,0.315,0.007,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,top_blank,all,859,4.707,4.821,3.721,2.427,3.025,0.708,3.235,3.108,1.705,0.0338,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,top_uniform,all,859,4.334,3.718,3.482,3.953,3.604,0.633,3.287,3.178,1.524,0.0303,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,wrist_shift_x_20,all,859,0.355,0.574,0.47,0.435,0.578,0.231,0.441,0.443,0.556,0.0093,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,wrist_shift_x_40,all,859,0.329,0.502,0.417,0.43,0.526,0.204,0.401,0.404,0.491,0.007,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,wrist_shift_x_80,all,859,0.388,0.635,0.481,0.568,0.571,0.244,0.481,0.486,0.587,0.0105,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,wrist_shift_y_40,all,859,0.339,0.646,0.475,0.69,0.64,0.224,0.502,0.498,0.54,0.0081,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,wrist_zoom_out_10pct,all,859,0.545,1.572,0.811,0.914,1.043,0.423,0.885,0.863,1.018,0.0128,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,wrist_zoom_in_10pct,all,859,0.58,1.073,0.708,0.897,0.949,0.356,0.76,0.756,0.857,0.021,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,wrist_rotate_5deg,all,859,0.643,1.085,0.802,0.778,1.447,0.374,0.855,0.834,0.901,0.014,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,wrist_blank,all,859,3.158,7.423,6.695,8.997,11.395,2.478,6.691,6.398,5.968,0.0466,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,wrist_uniform,all,859,4.96,8.566,7.686,4.04,10.553,3.367,6.528,6.428,8.111,0.0559,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,all_blank,all,859,33.418,46.408,39.333,27.095,47.01,4.204,32.911,29.825,10.127,0.1083,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,all_uniform,all,859,16.826,42.35,45.102,17.273,30.311,5.132,26.166,23.206,12.361,0.1083,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,all_dark_30pct,all,859,0.449,0.869,0.714,0.733,0.92,0.308,0.665,0.655,0.741,0.0105,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,all_bright_30pct,all,859,0.668,1.035,0.855,0.811,1.113,0.372,0.809,0.802,0.895,0.0151,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,act,all_blur_sigma2,all,859,3.237,2.878,2.455,2.068,3.31,1.294,2.541,2.624,3.117,0.0256,0.809,1.419,1.29,0.969,1.293,0.415,19.15,41.39,34.12,14.49,34.08,6.31
