task,policy,perturbation,phase,frames,delta_shoulder_pan,delta_shoulder_lift,delta_elbow_flex,delta_wrist_flex,delta_wrist_roll,delta_gripper,delta_mean,relative_mean,relative_gripper,gripper_flip_rate,natural_shoulder_pan,natural_shoulder_lift,natural_elbow_flex,natural_wrist_flex,natural_wrist_roll,natural_gripper,sigma_shoulder_pan,sigma_shoulder_lift,sigma_elbow_flex,sigma_wrist_flex,sigma_wrist_roll,sigma_gripper
tool_insert,smolvla,top_shift_x_80,all,859,0.431,0.668,0.669,0.479,0.604,0.23,0.513,0.862,1.054,0.0058,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,top_shift_y_40,all,859,0.392,0.636,0.614,0.485,0.497,0.222,0.474,0.801,1.019,0.007,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,top_zoom_out_10pct,all,859,0.399,0.662,0.67,0.443,0.594,0.22,0.498,0.83,1.011,0.007,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,top_zoom_in_10pct,all,859,0.415,0.679,0.696,0.441,0.533,0.239,0.501,0.843,1.098,0.0035,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,top_rotate_5deg,all,859,0.476,0.626,0.606,0.407,0.513,0.23,0.476,0.817,1.054,0.0058,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,top_blank,all,859,0.671,1.214,1.352,0.771,0.956,0.454,0.903,1.517,2.083,0.0058,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,top_uniform,all,859,0.806,1.262,1.23,0.839,0.863,0.441,0.907,1.539,2.025,0.0058,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,wrist_shift_x_20,all,859,0.315,0.525,0.558,0.403,0.447,0.204,0.409,0.693,0.935,0.0035,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,wrist_shift_x_40,all,859,0.294,0.508,0.51,0.366,0.39,0.207,0.379,0.651,0.951,0.0023,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,wrist_shift_x_80,all,859,0.358,0.593,0.618,0.496,0.485,0.273,0.471,0.821,1.255,0.0047,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,wrist_shift_y_40,all,859,0.32,0.557,0.553,0.4,0.429,0.204,0.41,0.695,0.937,0.0035,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,wrist_zoom_out_10pct,all,859,0.444,0.658,0.739,0.531,0.535,0.26,0.528,0.899,1.195,0.0058,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,wrist_zoom_in_10pct,all,859,0.366,0.603,0.616,0.443,0.488,0.216,0.456,0.768,0.993,0.0,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,wrist_rotate_5deg,all,859,0.351,0.58,0.633,0.445,0.494,0.233,0.456,0.776,1.071,0.0023,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,wrist_blank,all,859,1.048,1.798,1.757,1.249,1.321,0.806,1.33,2.328,3.699,0.0081,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,wrist_uniform,all,859,1.053,1.785,1.571,1.124,1.33,0.72,1.264,2.194,3.306,0.007,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,all_blank,all,859,2.206,4.684,3.982,2.591,3.139,1.803,3.067,5.275,8.275,0.0175,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,all_uniform,all,859,2.403,4.302,3.466,2.318,2.864,1.579,2.822,4.867,7.247,0.0279,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,all_dark_30pct,all,859,0.36,0.592,0.631,0.433,0.496,0.284,0.466,0.817,1.304,0.0047,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,all_bright_30pct,all,859,0.426,0.744,0.799,0.5,0.558,0.235,0.544,0.898,1.08,0.0023,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
tool_insert,smolvla,all_blur_sigma2,all,859,0.873,1.504,1.735,1.094,1.399,0.719,1.221,2.117,3.299,0.0105,0.451,0.931,0.868,0.607,0.683,0.218,19.15,41.39,34.12,14.49,34.08,6.31
