task,policy,perturbation,phase,frames,delta_shoulder_pan,delta_shoulder_lift,delta_elbow_flex,delta_wrist_flex,delta_wrist_roll,delta_gripper,delta_mean,relative_mean,relative_gripper,gripper_flip_rate,natural_shoulder_pan,natural_shoulder_lift,natural_elbow_flex,natural_wrist_flex,natural_wrist_roll,natural_gripper,sigma_shoulder_pan,sigma_shoulder_lift,sigma_elbow_flex,sigma_wrist_flex,sigma_wrist_roll,sigma_gripper
block_stack,smolvla,front_rotate_5deg,all,545,0.421,0.663,0.639,0.478,0.472,0.623,0.549,0.918,1.027,0.0165,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,front_blank,all,545,1.318,2.597,1.969,1.279,1.084,1.47,1.619,2.583,2.422,0.0294,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,front_uniform,all,545,1.247,3.013,2.218,1.26,1.109,1.433,1.713,2.681,2.361,0.0257,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,top_shift_x_20,all,545,0.29,0.413,0.341,0.283,0.245,0.347,0.32,0.53,0.571,0.011,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,top_shift_x_40,all,545,0.333,0.503,0.385,0.352,0.305,0.368,0.374,0.621,0.606,0.0055,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,top_shift_x_80,all,545,0.373,0.604,0.436,0.417,0.425,0.521,0.463,0.777,0.859,0.022,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,top_shift_y_40,all,545,0.341,0.491,0.437,0.389,0.334,0.406,0.4,0.668,0.67,0.011,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,top_zoom_out_10pct,all,545,0.284,0.481,0.397,0.354,0.364,0.413,0.382,0.643,0.681,0.0092,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,top_zoom_in_10pct,all,545,0.286,0.444,0.372,0.326,0.284,0.391,0.35,0.582,0.645,0.0092,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,top_rotate_5deg,all,545,0.283,0.416,0.339,0.318,0.286,0.375,0.336,0.563,0.617,0.0128,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,top_blank,all,545,0.704,0.994,0.912,0.74,0.736,0.826,0.819,1.38,1.362,0.022,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,top_uniform,all,545,0.695,0.869,0.953,0.786,0.703,0.802,0.801,1.357,1.321,0.0239,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,wrist_shift_x_20,all,545,0.266,0.438,0.387,0.364,0.271,0.422,0.358,0.59,0.695,0.0128,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,wrist_shift_x_40,all,545,0.27,0.444,0.377,0.335,0.273,0.417,0.353,0.583,0.688,0.0073,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,wrist_shift_x_80,all,545,0.362,0.583,0.517,0.42,0.327,0.489,0.45,0.737,0.807,0.0073,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,wrist_shift_y_40,all,545,0.355,0.481,0.437,0.334,0.364,0.494,0.411,0.695,0.814,0.0165,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,wrist_zoom_out_10pct,all,545,0.405,0.635,0.566,0.473,0.366,0.551,0.499,0.821,0.908,0.0092,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,wrist_zoom_in_10pct,all,545,0.3,0.466,0.426,0.369,0.285,0.493,0.39,0.644,0.812,0.0165,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,wrist_rotate_5deg,all,545,0.35,0.584,0.488,0.402,0.3,0.534,0.443,0.721,0.88,0.0165,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,wrist_blank,all,545,0.832,1.925,1.489,1.235,0.962,1.516,1.327,2.133,2.499,0.0477,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,wrist_uniform,all,545,0.862,1.896,1.524,1.408,0.898,1.434,1.337,2.14,2.363,0.0477,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,all_blank,all,545,2.254,4.851,3.518,2.335,1.714,2.864,2.923,4.59,4.72,0.055,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,all_uniform,all,545,2.317,5.18,3.697,2.67,1.885,2.688,3.073,4.823,4.43,0.0477,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,all_dark_30pct,all,545,0.277,0.442,0.352,0.321,0.285,0.411,0.348,0.578,0.677,0.0128,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,all_bright_30pct,all,545,0.302,0.491,0.397,0.412,0.347,0.412,0.394,0.658,0.68,0.011,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
block_stack,smolvla,all_blur_sigma2,all,545,0.672,1.137,0.974,0.757,0.769,1.156,0.911,1.516,1.904,0.0312,0.472,1.061,0.672,0.652,0.369,0.607,18.83,41.02,25.23,24.1,15.24,13.57
